Bedford,Date,Station,Latitude,Longitude,Depth,density (CTD S & Lab T),CTD_Temp1,CTD_Temp2,CTD_Salt1,CTD_Salt2,TOxN to submit umol/l,TOxN to submit umol/kg,TOxN_Flag,Si_to submit umol/l,Si_to submit umol/kg,Silicate_Flag,Nitrite umol/l,Nitrite umol/kg,Nitrite_Flag,Phosphate_MI umol/l,Phosphate umol/kg,Phosphate_Flag,Nitrate umol/l,Nitrate umol/kg,Nitrate_Flag,,,,,
100996,17/05/2017,53,48.13566667,-18.86783333,2198.828,1024.717398,3.5613,3.5606,34.9402,34.9408,17.01,16.60,2,13.46,13.13,2,<0.01,<0.01,2,1.19,1.16,2,17.00,16.59,2,,,,,
100997,17/05/2017,53,48.13566667,-18.86783333,1998.825,1024.716025,3.7422,3.7421,34.9384,34.9389,17.44,17.02,2,12.70,12.39,2,<0.01,<0.01,2,1.19,1.16,2,17.43,17.01,2,,,,,
100998,17/05/2017,53,48.13566667,-18.86783333,1798.998,1024.733646,4.1082,4.107,34.9615,34.9619,16.85,16.44,2,11.01,10.74,2,<0.01,<0.01,2,1.16,1.13,2,16.84,16.43,2,,,,,
100999,17/05/2017,53,48.13566667,-18.86783333,1599.539,1024.728154,4.2326,4.2336,34.9543,34.9551,17.06,16.64,2,10.44,10.19,2,<0.01,<0.01,2,1.17,1.14,2,17.05,16.63,2,,,,,
101000,17/05/2017,53,48.13566667,-18.86783333,1398.512,1024.766295,4.7367,4.7372,35.0043,35.0058,17.78,17.35,2,10.82,10.55,2,<0.01,<0.01,2,1.19,1.16,2,17.77,17.34,2,,,,,
101001,17/05/2017,53,48.13566667,-18.86783333,1150.549,1024.923448,6.3946,6.394,35.2103,35.211,17.93,17.49,2,10.25,10.00,2,<0.01,<0.01,2,1.21,1.18,2,17.92,17.49,2,,,,,
101002,17/05/2017,53,48.13566667,-18.86783333,892.078,1025.017214,8.5129,8.512,35.3332,35.333,18.51,18.05,2,11.05,10.78,2,<0.01,<0.01,2,1.22,1.19,2,18.50,18.04,2,,,,,
101003,17/05/2017,53,48.13566667,-18.86783333,799.827,1024.839453,8.071,8.0687,35.1002,35.1008,18.44,17.99,2,10.72,10.46,2,<0.01,<0.01,2,1.22,1.19,2,18.43,17.98,2,,,,,
101004,17/05/2017,53,48.13566667,-18.86783333,598.826,1025.068028,10.685,10.6894,35.3998,35.4005,13.61,13.27,2,5.82,5.68,2,<0.01,<0.01,2,0.86,0.84,2,13.60,13.26,2,,,,,
101005,17/05/2017,53,48.13566667,-18.86783333,398.3,1025.130901,11.5499,11.55,35.4822,35.4833,12.01,11.72,2,4.74,4.63,2,<0.01,<0.01,2,0.73,0.71,2,12.00,11.71,2,,,,,
101006,17/05/2017,53,48.13566667,-18.86783333,199.045,1025.218576,12.3191,12.3179,35.5971,35.598,8.33,8.13,2,3.00,2.93,2,<0.01,<0.01,2,0.50,0.49,2,8.32,8.12,2,,,,,
101007,17/05/2017,53,48.13566667,-18.86783333,118.094,1025.20217,12.3077,12.3104,35.5756,35.5772,8.19,7.99,2,3.07,3.00,2,<0.01,<0.01,2,0.51,0.49,2,8.18,7.98,2,,,,,
101008,17/05/2017,53,48.13566667,-18.86783333,69.921,1025.213006,12.8089,12.8082,35.5898,35.591,4.81,4.69,2,0.84,0.82,3,<0.01,<0.01,2,0.31,0.30,2,4.80,4.68,2,,,,,
101009,17/05/2017,53,48.13566667,-18.86783333,10.177,1025.216363,12.8968,12.896,35.5942,35.5956,4.25,4.15,2,0.68,0.66,2,<0.01,<0.01,2,0.26,0.25,2,4.24,4.14,2,,,,,
101010,18/05/2017,54,48.24433333,-18.149,4276.888,1024.692226,2.5366,2.5374,34.9072,34.9063,22.22,21.68,2,44.31,43.24,2,<0.01,<0.01,2,1.60,1.56,2,22.21,21.67,2,,,,,
101011,18/05/2017,54,48.24433333,-18.149,4199.072,1024.692531,2.5311,2.5317,34.9076,34.9071,22.96,22.41,2,47.11,45.98,2,<0.01,<0.01,2,1.60,1.56,2,22.95,22.40,2,,,,,
101012,18/05/2017,54,48.24433333,-18.149,4000.862,1024.694362,2.5304,2.5314,34.91,34.9095,21.72,21.20,2,44.01,42.95,3,<0.04,<0.04,2,1.57,1.53,2,21.68,21.16,2,,,,,
101013,18/05/2017,54,48.24433333,-18.149,3698.225,1024.700464,2.5807,2.5813,34.918,34.9175,21.29,20.77,2,40.67,39.69,2,<0.01,<0.01,2,1.52,1.48,2,21.28,20.76,2,,,,,
101014,18/05/2017,54,48.24433333,-18.149,3399.47,1024.710457,2.7053,2.7054,34.9311,34.931,20.14,19.65,2,35.65,34.79,2,<0.01,<0.01,2,1.43,1.40,2,20.13,19.64,2,,,,,
101015,18/05/2017,54,48.24433333,-18.149,3099.103,1024.719153,2.8639,2.8645,34.9425,34.9425,19.89,19.41,2,30.20,29.47,2,<0.01,<0.01,2,1.36,1.33,2,19.88,19.40,2,,,,,
101016,18/05/2017,54,48.24433333,-18.149,2800.153,1024.723119,3.0924,3.0926,34.9477,34.9477,19.08,18.62,2,25.78,25.16,2,<0.01,<0.01,2,1.30,1.27,2,19.07,18.61,2,,,,,
101017,18/05/2017,54,48.24433333,-18.149,2439.987,1024.70916,3.3174,3.3175,34.9294,34.93,16.94,16.53,2,14.91,14.55,2,<0.01,<0.01,2,1.18,1.15,2,16.93,16.52,2,,,,,
101018,18/05/2017,54,48.24433333,-18.149,2197.513,1024.711525,3.6202,3.6203,34.9325,34.9331,18.55,18.10,2,14.49,14.14,2,<0.01,<0.01,2,1.20,1.17,2,18.54,18.09,2,,,,,
101019,18/05/2017,54,48.24433333,-18.149,1899.462,1024.707024,3.843,3.8426,34.9266,34.9276,18.08,17.64,2,12.82,12.51,2,<0.01,<0.01,2,1.20,1.17,2,18.07,17.63,2,,,,,
101020,18/05/2017,54,48.24433333,-18.149,1698.5,1024.720678,4.1555,4.1549,34.9445,34.9453,18.16,17.73,2,12.08,11.79,2,<0.01,<0.01,2,1.19,1.16,2,18.15,17.72,2,,,,,
101021,18/05/2017,54,48.24433333,-18.149,1500.237,1024.743487,4.5374,4.5337,34.9744,34.9752,17.74,17.31,2,10.86,10.60,3,<0.01,<0.01,2,1.19,1.16,2,17.73,17.30,2,,,,,
101022,18/05/2017,54,48.24433333,-18.149,1298.67,1024.782467,5.1577,5.1602,35.0255,35.0263,18.30,17.86,2,11.46,11.18,2,<0.01,<0.01,2,1.22,1.19,2,18.29,17.85,2,,,,,
101023,18/05/2017,54,48.24433333,-18.149,1100.736,1024.924668,7.0752,7.0841,35.2119,35.2119,18.94,18.48,2,11.88,11.59,2,<0.04,<0.04,2,1.26,1.23,2,18.90,18.44,2,,,,,
101024,18/05/2017,54,48.24433333,-18.149,931.703,1024.941224,8.5895,8.6053,35.2336,35.2349,17.46,17.04,2,9.43,9.20,2,<0.04,<0.04,2,1.22,1.19,2,17.42,17.00,2,,,,,
101025,18/05/2017,54,48.24433333,-18.149,748.515,1025.172334,10.919,10.9179,35.5365,35.5364,10.76,10.50,2,3.92,3.82,2,<0.04,<0.04,2,0.57,0.56,3,10.72,10.46,2,,,,,
101026,18/05/2017,54,48.24433333,-18.149,499.927,1025.069097,10.8204,10.825,35.4012,35.4035,11.14,10.87,2,4.42,4.31,2,<0.04,<0.04,2,0.73,0.72,2,11.10,10.83,2,,,,,
101027,18/05/2017,54,48.24433333,-18.149,400.371,1025.076803,11.1103,11.1099,35.4113,35.4123,10.28,10.03,2,3.88,3.78,3,<0.04,<0.04,2,0.69,0.67,2,10.24,9.99,2,,,,,
101028,18/05/2017,54,48.24433333,-18.149,299.541,1025.207588,12.1344,12.1348,35.5827,35.5841,8.44,8.23,2,3.06,2.98,2,<0.04,<0.04,2,0.56,0.54,2,8.40,8.20,2,,,,,
101029,18/05/2017,54,48.24433333,-18.149,201.481,1025.238188,12.3453,12.3445,35.6228,35.6237,7.69,7.50,2,2.76,2.69,2,<0.04,<0.04,2,0.51,0.49,2,7.65,7.46,2,,,,,
101030,18/05/2017,54,48.24433333,-18.149,100.954,1025.229488,12.3724,12.3717,35.6114,35.6126,7.33,7.15,2,2.45,2.39,2,<0.04,<0.04,2,0.49,0.48,2,7.29,7.11,2,,,,,
101031,18/05/2017,54,48.24433333,-18.149,60.197,1025.213692,12.683,12.6826,35.5907,35.592,4.88,4.76,2,1.17,1.14,2,0.15,0.14,2,0.33,0.32,2,4.73,4.61,2,,,,,
101032,18/05/2017,54,48.24433333,-18.149,34.626,1025.212548,12.8362,12.8352,35.5892,35.5907,3.95,3.85,2,0.58,0.57,2,0.16,0.16,2,0.23,0.22,2,3.79,3.69,2,,,,,
101033,18/05/2017,54,48.24433333,-18.149,10.682,1025.212624,12.8371,12.8358,35.5893,35.5909,3.97,3.87,3,0.44,0.43,2,0.16,0.15,2,0.22,0.21,2,3.81,3.71,3,,,,,
101034,18/05/2017,55,48.35183333,-17.41633333,4032.488,1024.691768,2.5063,2.507,34.9066,34.9063,22.39,21.85,2,44.93,43.85,2,<0.01,<0.01,2,1.54,1.50,2,22.38,21.84,2,,,,,
101035,18/05/2017,55,48.35183333,-17.41633333,3999.685,1024.691997,2.5051,2.5058,34.9069,34.9067,22.57,22.03,2,43.86,42.80,2,<0.01,<0.01,2,1.56,1.52,2,22.56,22.02,2,,,,,
101036,18/05/2017,55,48.35183333,-17.41633333,3799.36,1024.695735,2.5313,2.5321,34.9118,34.9116,22.86,22.31,2,42.65,41.62,2,<0.01,<0.01,2,1.56,1.52,2,22.85,22.30,2,,,,,
101037,18/05/2017,55,48.35183333,-17.41633333,3600.26,1024.700769,2.578,2.5785,34.9184,34.9181,22.41,21.87,2,40.24,39.27,2,<0.01,<0.01,2,1.53,1.49,2,22.40,21.86,2,,,,,
101038,18/05/2017,55,48.35183333,-17.41633333,3400.284,1024.7071,2.6532,2.6534,34.9267,34.9268,21.83,21.30,2,36.96,36.07,2,<0.01,<0.01,2,1.46,1.43,2,21.82,21.29,2,,,,,
101039,18/05/2017,55,48.35183333,-17.41633333,3199.743,1024.714195,2.747,2.7475,34.936,34.9362,20.52,20.02,2,34.82,33.98,2,<0.01,<0.01,2,1.43,1.40,2,20.51,20.01,2,,,,,
101040,18/05/2017,55,48.35183333,-17.41633333,3002.29,1024.719916,2.8845,2.8849,34.9435,34.9438,19.68,19.20,2,29.07,28.37,2,<0.01,<0.01,2,1.37,1.33,2,19.67,19.20,2,,,,,
101041,18/05/2017,55,48.35183333,-17.41633333,2799.755,1024.72106,3.0265,3.0275,34.945,34.9453,17.73,17.30,2,22.54,21.99,2,<0.01,<0.01,2,1.28,1.25,2,17.72,17.29,2,,,,,
101042,18/05/2017,55,48.35183333,-17.41633333,2598.741,1024.714652,3.1816,3.1824,34.9366,34.937,16.60,16.20,2,16.16,15.77,2,<0.01,<0.01,2,1.19,1.16,2,16.59,16.19,2,,,,,
101043,18/05/2017,55,48.35183333,-17.41633333,2349.666,1024.706948,3.38,3.3798,34.9265,34.9271,16.72,16.32,2,13.51,13.19,2,<0.01,<0.01,2,1.18,1.15,2,16.71,16.31,2,,,,,
101044,18/05/2017,55,48.35183333,-17.41633333,2200.859,1024.70649,3.5065,3.5072,34.9259,34.9265,16.99,16.58,2,12.64,12.34,2,<0.01,<0.01,2,1.18,1.16,2,16.98,16.57,2,,,,,
101045,18/05/2017,55,48.35183333,-17.41633333,1999.837,1024.710838,3.7456,3.7456,34.9316,34.9325,17.40,16.98,2,12.40,12.10,2,<0.01,<0.01,2,1.20,1.17,2,17.39,16.97,2,,,,,
101046,18/05/2017,55,48.35183333,-17.41633333,1799.228,1024.712135,3.8971,3.8969,34.9333,34.9344,17.35,16.93,2,11.22,10.95,2,<0.01,<0.01,2,1.20,1.17,2,17.34,16.92,2,,,,,
101047,18/05/2017,55,48.35183333,-17.41633333,1551.04,1024.713127,4.1362,4.1366,34.9346,34.9359,17.49,17.07,2,10.93,10.66,2,<0.01,<0.01,2,1.18,1.15,2,17.48,17.06,2,,,,,
101048,18/05/2017,55,48.35183333,-17.41633333,1400.296,1024.758896,4.6213,4.6267,34.9946,34.9964,16.42,16.02,2,10.17,9.93,2,<0.01,<0.01,2,1.18,1.15,2,16.41,16.01,2,,,,,
101049,18/05/2017,55,48.35183333,-17.41633333,1201.215,1024.840826,5.5055,5.5205,35.102,35.1056,17.46,17.04,2,11.18,10.91,2,<0.01,<0.01,2,1.21,1.18,2,17.45,17.03,2,,,,,
101050,18/05/2017,55,48.35183333,-17.41633333,999.454,1024.824729,6.2804,6.2831,35.0809,35.0832,17.81,17.38,2,10.54,10.28,2,<0.01,<0.01,2,1.27,1.23,2,17.80,17.37,2,,,,,
101051,18/05/2017,55,48.35183333,-17.41633333,783.485,1024.939545,8.4081,8.4077,35.2314,35.2323,18.13,17.69,2,10.35,10.10,2,<0.01,<0.01,2,1.23,1.20,2,18.12,17.68,2,,,,,
101052,18/05/2017,55,48.35183333,-17.41633333,600.645,1025.019426,10.122,10.12,35.3361,35.3369,14.22,13.88,2,6.56,6.40,2,<0.01,<0.01,2,0.97,0.95,2,14.21,13.87,2,,,,,
101053,18/05/2017,55,48.35183333,-17.41633333,400.019,1025.08718,11.1024,11.1036,35.4249,35.4259,11.91,11.62,2,4.59,4.48,2,<0.01,<0.01,2,0.78,0.76,2,11.90,11.61,2,,,,,
101054,18/05/2017,55,48.35183333,-17.41633333,200.004,1025.227428,12.3297,12.3295,35.6087,35.6096,7.78,7.59,2,2.56,2.49,3,<0.04,<0.04,2,0.50,0.49,2,7.74,7.55,2,,,,,
101055,18/05/2017,55,48.35183333,-17.41633333,99.636,1025.194768,12.2836,12.3059,35.5659,35.5694,7.61,7.43,2,2.52,2.45,2,<0.04,<0.04,2,0.50,0.49,2,7.57,7.39,2,,,,,
101056,18/05/2017,55,48.35183333,-17.41633333,50.022,1025.198813,12.7603,12.7593,35.5712,35.5725,3.99,3.90,2,0.47,0.45,3,0.21,0.21,2,0.25,0.25,2,3.78,3.69,2,,,,,
101057,18/05/2017,55,48.35183333,-17.41633333,9.703,1025.198507,12.7815,12.7819,35.5708,35.5722,3.78,3.69,2,<0.38,<0.38,2,0.20,0.19,2,0.24,0.23,2,3.58,3.49,2,,,,,
101058,18/05/2017,56,48.45866667,-16.68083333,4623.454,1024.690243,2.5539,2.5548,34.9046,34.9037,22.88,22.33,2,44.97,43.89,2,<0.01,<0.01,2,1.63,1.59,0,22.87,22.32,2,,,,,
101059,18/05/2017,56,48.45866667,-16.68083333,4501.353,1024.690319,2.5388,2.5394,34.9047,34.904,23.07,22.52,2,45.05,43.97,2,<0.01,<0.01,2,1.65,1.61,2,23.06,22.51,2,,,,,
101060,18/05/2017,56,48.45866667,-16.68083333,4300.266,1024.691692,2.5298,2.5304,34.9065,34.9059,22.80,22.25,2,44.50,43.42,2,<0.01,<0.01,2,1.62,1.58,2,22.79,22.24,2,,,,,
101061,18/05/2017,56,48.45866667,-16.68083333,4099.077,1024.693065,2.5233,2.5242,34.9083,34.9079,22.97,22.41,2,43.75,42.70,2,<0.01,<0.01,2,1.60,1.56,2,22.96,22.40,2,,,,,
101062,18/05/2017,56,48.45866667,-16.68083333,3900.9,1024.69604,2.5421,2.5426,34.9122,34.9121,23.02,22.46,2,41.94,40.93,3,<0.01,<0.01,2,1.60,1.56,2,23.01,22.45,2,,,,,
101063,18/05/2017,56,48.45866667,-16.68083333,3598.244,1024.701227,2.5801,2.5808,34.919,34.9187,22.22,21.69,2,39.13,38.19,2,<0.01,<0.01,2,1.56,1.52,2,22.21,21.68,2,,,,,
101064,18/05/2017,56,48.45866667,-16.68083333,3299.44,1024.71122,2.7114,2.7124,34.9321,34.9322,21.54,21.02,2,35.50,34.65,2,<0.01,<0.01,2,1.50,1.46,2,21.53,21.01,2,,,,,
101065,18/05/2017,56,48.45866667,-16.68083333,2999.502,1024.719763,2.8768,2.8771,34.9433,34.9436,20.10,19.61,2,28.86,28.16,2,<0.01,<0.01,2,1.42,1.39,2,20.09,19.60,2,,,,,
101066,18/05/2017,56,48.45866667,-16.68083333,2698.91,1024.722051,3.0804,3.0811,34.9463,34.9466,18.37,17.93,2,23.08,22.53,2,<0.01,<0.01,2,1.33,1.30,2,18.36,17.92,2,,,,,
101067,18/05/2017,56,48.45866667,-16.68083333,2400.784,1024.714805,3.3062,3.3057,34.9368,34.9375,18.08,17.64,2,16.00,15.61,2,<0.01,<0.01,2,1.27,1.24,2,18.07,17.63,2,,,,,
101068,18/05/2017,56,48.45866667,-16.68083333,2098.816,1024.712135,3.5894,3.5907,34.9333,34.9336,16.82,16.42,2,13.13,12.82,2,<0.01,<0.01,2,1.20,1.17,2,16.81,16.41,2,,,,,
101069,18/05/2017,56,48.45866667,-16.68083333,1796.398,1024.708397,3.8596,3.8591,34.9284,34.9289,17.05,16.64,2,11.18,10.91,2,<0.01,<0.01,2,1.19,1.16,2,17.04,16.63,2,,,,,
101070,18/05/2017,56,48.45866667,-16.68083333,1498.699,1024.719153,4.1762,4.1756,34.9425,34.9435,17.80,17.37,2,11.68,11.40,2,<0.01,<0.01,2,1.19,1.16,2,17.79,17.36,2,,,,,
101071,18/05/2017,56,48.45866667,-16.68083333,1299.566,1024.755997,4.6718,4.6738,34.9908,34.9921,17.25,16.83,2,10.39,10.14,2,<0.01,<0.01,2,1.20,1.17,2,17.24,16.82,2,,,,,
101072,18/05/2017,56,48.45866667,-16.68083333,1101.692,1024.811761,5.4933,5.4944,35.0639,35.065,18.80,18.35,2,10.53,10.28,2,<0.01,<0.01,2,1.27,1.24,2,18.79,18.34,2,,,,,
101073,18/05/2017,56,48.45866667,-16.68083333,900.434,1024.816872,6.4004,6.4067,35.0706,35.0719,19.91,19.43,2,10.78,10.52,2,<0.01,<0.01,2,1.31,1.28,2,19.90,19.42,2,,,,,
101074,18/05/2017,56,48.45866667,-16.68083333,719.798,1025.005998,8.8499,8.8566,35.3185,35.3192,18.31,17.86,2,9.42,9.19,2,<0.01,<0.01,2,1.24,1.21,2,18.30,17.85,2,,,,,
101075,18/05/2017,56,48.45866667,-16.68083333,500.937,1024.938935,9.7966,9.7944,35.2306,35.2316,15.92,15.54,0,6.62,6.46,0,<0.01,<0.01,2,1.05,1.03,2,15.91,15.53,0,,,,,
101076,18/05/2017,56,48.45866667,-16.68083333,300.585,1025.072301,11.2651,11.2805,35.4054,35.4081,11.30,11.02,2,4.66,4.54,2,<0.01,<0.01,2,0.76,0.74,2,11.29,11.01,2,,,,,
101077,18/05/2017,56,48.45866667,-16.68083333,201.455,1025.17119,12.0725,12.0709,35.535,35.5358,8.67,8.46,2,3.25,3.17,2,<0.04,<0.04,2,0.57,0.56,2,8.63,8.42,2,,,,,
101078,18/05/2017,56,48.45866667,-16.68083333,102.416,1025.17737,12.4102,12.4082,35.5431,35.5438,7.05,6.88,2,2.37,2.31,2,0.16,0.15,2,0.49,0.47,2,6.89,6.72,2,,,,,
101079,18/05/2017,56,48.45866667,-16.68083333,61.524,1025.190571,12.902,12.9005,35.5604,35.5619,7.00,6.83,2,2.34,2.28,2,0.16,0.15,2,0.47,0.46,2,6.85,6.68,2,,,,,
101080,18/05/2017,56,48.45866667,-16.68083333,36.6,1025.181262,12.9573,12.9563,35.5482,35.5495,3.81,3.72,2,<0.38,<0.38,2,0.16,0.16,2,0.21,0.21,2,3.65,3.56,2,,,,,
101081,18/05/2017,56,48.45866667,-16.68083333,10.052,1025.181567,12.9529,12.9521,35.5486,35.55,3.83,3.74,2,<0.38,<0.38,2,0.16,0.15,2,0.22,0.22,2,3.67,3.58,2,,,,,
101082,19/05/2017,57,48.567,-15.94366667,4524.572,1024.688565,2.5161,2.5165,34.9024,34.9015,22.91,22.36,2,45.00,43.91,2,<0.01,<0.01,2,1.61,1.57,2,22.90,22.35,2,,,,,
101083,19/05/2017,57,48.567,-15.94366667,4501.405,1024.688641,2.5164,2.5167,34.9025,34.902,22.74,22.19,2,44.17,43.10,2,<0.01,<0.01,2,1.61,1.57,2,22.73,22.18,2,,,,,
101084,19/05/2017,57,48.567,-15.94366667,4399.802,1024.689251,2.508,2.5091,34.9033,34.9025,22.54,22.00,2,44.71,43.63,2,<0.01,<0.01,2,1.63,1.60,2,22.53,21.99,2,,,,,
101085,19/05/2017,57,48.567,-15.94366667,4200.899,1024.692378,2.5246,2.5252,34.9074,34.9068,22.53,21.99,2,41.74,40.73,2,<0.01,<0.01,2,1.62,1.58,2,22.52,21.98,2,,,,,
101086,19/05/2017,57,48.567,-15.94366667,4000.675,1024.694514,2.5275,2.528,34.9102,34.9099,22.69,22.14,2,38.15,37.23,2,<0.01,<0.01,2,1.62,1.58,2,22.68,22.13,2,,,,,
101087,19/05/2017,57,48.567,-15.94366667,3800.224,1024.69665,2.5341,2.5348,34.913,34.9127,22.92,22.37,2,41.07,40.08,2,<0.01,<0.01,2,1.61,1.57,2,22.91,22.36,2,,,,,
101088,19/05/2017,57,48.567,-15.94366667,3601.94,1024.702142,2.5916,2.5918,34.9202,34.9202,23.10,22.55,2,40.33,39.35,2,<0.01,<0.01,2,1.57,1.53,2,23.09,22.54,2,,,,,
101089,19/05/2017,57,48.567,-15.94366667,3402.278,1024.70527,2.6201,2.6203,34.9243,34.9243,22.61,22.07,2,37.17,36.27,2,<0.01,<0.01,2,1.54,1.50,2,22.60,22.06,2,,,,,
101090,19/05/2017,57,48.567,-15.94366667,3101.524,1024.715491,2.7745,2.7751,34.9377,34.938,21.30,20.78,2,33.26,32.46,2,<0.01,<0.01,2,1.47,1.44,2,21.29,20.77,2,,,,,
101091,19/05/2017,57,48.567,-15.94366667,2798.544,1024.722051,2.9492,2.9495,34.9463,34.9467,20.58,20.09,2,28.42,27.74,2,<0.01,<0.01,2,1.40,1.37,2,20.57,20.08,2,,,,,
101092,19/05/2017,57,48.567,-15.94366667,2502.584,1024.720984,3.1696,3.1697,34.9449,34.9455,19.38,18.91,2,21.13,20.62,2,<0.01,<0.01,2,1.30,1.27,2,19.37,18.90,2,,,,,
101093,19/05/2017,57,48.567,-15.94366667,2250.295,1024.709313,3.3499,3.3501,34.9296,34.9301,17.61,17.18,2,13.85,13.51,3,<0.04,<0.04,2,1.20,1.17,2,17.57,17.14,2,,,,,
101094,19/05/2017,57,48.567,-15.94366667,1900.447,1024.709007,3.7109,3.7106,34.9292,34.9301,18.06,17.63,2,12.05,11.75,2,<0.04,<0.04,2,1.22,1.19,2,18.02,17.59,2,,,,,
101095,19/05/2017,57,48.567,-15.94366667,1599.515,1024.717017,4.0717,4.0732,34.9397,34.9408,18.24,17.80,2,10.60,10.34,2,<0.04,<0.04,2,1.21,1.18,2,18.20,17.76,2,,,,,
101096,19/05/2017,57,48.567,-15.94366667,1297.86,1024.796275,5.0344,5.0362,35.0436,35.0451,17.54,17.12,2,9.27,9.04,2,<0.04,<0.04,2,1.21,1.18,2,17.50,17.08,2,,,,,
101097,19/05/2017,57,48.567,-15.94366667,1099.304,1024.943818,6.5062,6.5036,35.237,35.2366,18.29,17.84,2,10.84,10.58,2,<0.04,<0.04,2,1.23,1.20,2,18.25,17.80,2,,,,,
101098,19/05/2017,57,48.567,-15.94366667,862.742,1025.062535,8.3367,8.3364,35.3926,35.394,18.00,17.56,2,10.17,9.92,2,<0.04,<0.04,2,1.20,1.18,2,17.96,17.52,2,,,,,
101099,19/05/2017,57,48.567,-15.94366667,700.062,1025.034838,9.3101,9.3117,35.3563,35.3572,16.52,16.11,2,8.44,8.24,2,<0.01,<0.01,2,1.14,1.12,2,16.51,16.10,2,,,,,
101100,19/05/2017,57,48.567,-15.94366667,499.022,1025.095191,10.6695,10.6677,35.4354,35.436,13.15,12.83,2,6.08,5.93,2,<0.01,<0.01,2,0.84,0.82,2,13.14,12.82,2,,,,,
101101,19/05/2017,57,48.567,-15.94366667,350.649,1025.128612,11.2861,11.2846,35.4792,35.4803,9.20,8.98,2,3.43,3.34,3,<0.01,<0.01,2,0.58,0.57,2,9.19,8.97,2,,,,,
101102,19/05/2017,57,48.567,-15.94366667,199.315,1025.137768,11.4659,11.4655,35.4912,35.4925,9.38,9.15,2,3.50,3.41,2,<0.04,<0.04,2,0.60,0.58,2,9.34,9.11,2,,,,,
101103,19/05/2017,57,48.567,-15.94366667,99.361,1025.155318,12.0639,12.0586,35.5142,35.5147,8.68,8.46,2,3.35,3.27,2,<0.04,<0.04,2,0.54,0.53,2,8.64,8.42,2,,,,,
101104,19/05/2017,57,48.567,-15.94366667,51.176,1025.199194,12.8762,12.8761,35.5717,35.5726,4.10,4.00,2,0.46,0.45,2,0.14,0.14,2,0.27,0.26,2,3.95,3.86,2,,,,,
101105,19/05/2017,57,48.567,-15.94366667,11.237,1025.201941,12.9116,12.9104,35.5753,35.5766,3.95,3.85,2,<0.38,<0.38,2,0.13,0.12,2,0.24,0.24,2,3.82,3.72,2,,,,,
101106,19/05/2017,58,48.67433333,-15.2075,4801.123,1024.688488,2.555,2.5554,34.9023,34.9015,22.88,22.33,2,38.42,37.49,4,<0.01,<0.01,2,1.61,1.57,2,22.87,22.32,2,,,,,
101107,19/05/2017,58,48.67433333,-15.2075,4700.224,1024.688946,2.5445,2.5451,34.9029,34.9021,21.78,21.26,2,45.66,44.56,3,<0.01,<0.01,2,1.58,1.54,2,21.77,21.25,2,,,,,
101108,19/05/2017,58,48.67433333,-15.2075,4501.454,1024.6907,2.5398,2.5404,34.9052,34.9045,22.19,21.65,2,43.43,42.38,2,<0.01,<0.01,2,1.57,1.53,2,22.18,21.65,2,,,,,
101109,19/05/2017,58,48.67433333,-15.2075,4300.682,1024.692531,2.5383,2.5387,34.9076,34.9071,22.17,21.64,2,41.35,40.36,2,<0.01,<0.01,2,1.57,1.54,2,22.16,21.63,2,,,,,
101110,19/05/2017,58,48.67433333,-15.2075,4099.093,1024.694972,2.5458,2.5465,34.9108,34.9103,21.15,20.64,2,42.53,41.51,2,<0.01,<0.01,2,1.56,1.52,2,21.14,20.63,2,,,,,
101111,19/05/2017,58,48.67433333,-15.2075,3800.427,1024.699472,2.5754,2.5759,34.9167,34.9165,21.63,21.10,2,41.69,40.69,2,<0.01,<0.01,2,1.54,1.50,2,21.62,21.09,2,,,,,
101112,19/05/2017,58,48.67433333,-15.2075,3500.523,1024.706795,2.6552,2.6554,34.9263,34.9262,20.86,20.35,2,38.87,37.94,2,<0.01,<0.01,2,1.50,1.46,2,20.85,20.34,2,,,,,
101113,19/05/2017,58,48.67433333,-15.2075,3200.683,1024.715644,2.7869,2.7875,34.9379,34.9378,20.40,19.91,2,33.50,32.69,2,<0.01,<0.01,2,1.43,1.40,2,20.39,19.90,2,,,,,
101114,19/05/2017,58,48.67433333,-15.2075,2897.995,1024.72045,2.9314,2.9315,34.9442,34.9446,19.86,19.38,2,27.37,26.70,2,<0.01,<0.01,2,1.36,1.33,2,19.85,19.37,2,,,,,
101115,19/05/2017,58,48.67433333,-15.2075,2598.995,1024.718695,3.1163,3.1164,34.9419,34.9423,18.49,18.04,2,20.11,19.63,2,<0.01,<0.01,2,1.27,1.24,2,18.48,18.03,2,,,,,
101116,19/05/2017,58,48.67433333,-15.2075,2298.841,1024.709694,3.3471,3.3486,34.9301,34.9305,16.71,16.30,2,14.11,13.77,2,<0.01,<0.01,2,1.20,1.17,2,16.70,16.29,2,,,,,
101117,19/05/2017,58,48.67433333,-15.2075,2098.553,1024.708474,3.5661,3.5661,34.9285,34.929,17.37,16.95,2,12.55,12.25,2,<0.01,<0.01,2,1.20,1.17,2,17.36,16.94,2,,,,,
101118,19/05/2017,58,48.67433333,-15.2075,1798.099,1024.711143,3.8946,3.8946,34.932,34.9329,17.25,16.83,2,11.11,10.84,2,<0.01,<0.01,2,1.19,1.16,2,17.24,16.82,2,,,,,
