Bedford,Date,Station,Latitude,Longitude,Depth,density (CTD S & Lab T),CTD_Temp1,CTD_Temp2,CTD_Salt1,CTD_Salt2,TOxN to submit umol/l,TOxN to submit umol/kg,TOxN_Flag,Si_to submit umol/l,Si_to submit umol/kg,Silicate_Flag,Nitrite umol/l,Nitrite umol/kg,Nitrite_Flag,Phosphate_MI umol/l,Phosphate umol/kg,Phosphate_Flag,Nitrate umol/l,Nitrate umol/kg,Nitrate_Flag,,,,,
100320,08/05/2017,20,43.32083333,-40.601,3200.917,1024.700617,2.7952,2.7964,34.9182,34.9175,17.31,16.89,2,19.98,19.49,2,<0.01,<0.01,2,1.17,1.14,2,17.30,16.88,2,,,,,
100321,08/05/2017,20,43.32083333,-40.601,2900.869,1024.70321,3.005,3.006,34.9216,34.9213,16.94,16.54,2,16.20,15.81,3,<0.01,<0.01,2,1.14,1.11,2,16.93,16.53,2,,,,,
100322,08/05/2017,20,43.32083333,-40.601,2600.073,1024.703592,3.2031,3.2048,34.9221,34.922,17.67,17.24,2,15.21,14.84,2,<0.01,<0.01,2,1.16,1.13,2,17.66,17.23,2,,,,,
100323,08/05/2017,20,43.32083333,-40.601,2299.868,1024.706795,3.4585,3.4604,34.9263,34.9264,17.45,17.03,2,12.51,12.20,2,<0.01,<0.01,2,1.04,1.02,3,17.44,17.02,2,,,,,
100324,08/05/2017,20,43.32083333,-40.601,2002.29,1024.711372,3.69,3.6905,34.9323,34.9326,18.05,17.62,2,11.87,11.58,2,<0.01,<0.01,2,1.08,1.06,3,18.04,17.61,2,,,,,
100325,08/05/2017,20,43.32083333,-40.601,1747.901,1024.706719,3.8212,3.8218,34.9262,34.9266,17.45,17.02,2,10.77,10.51,2,<0.01,<0.01,2,1.03,1.01,3,17.44,17.01,2,,,,,
100326,08/05/2017,20,43.32083333,-40.601,1498.789,1024.710304,3.9969,3.9986,34.9309,34.9314,17.48,17.06,2,10.41,10.16,2,<0.01,<0.01,2,1.07,1.05,3,17.47,17.05,2,,,,,
100327,08/05/2017,20,43.32083333,-40.601,1249.566,1024.727544,4.3285,4.3283,34.9535,34.9542,17.01,16.60,2,9.39,9.17,2,<0.01,<0.01,2,0.92,0.89,3,17.00,16.59,2,,,,,
100328,08/05/2017,20,43.32083333,-40.601,997.994,1024.760269,5.0149,5.0264,34.9964,34.9988,18.08,17.65,2,10.15,9.91,3,<0.01,<0.01,2,1.17,1.14,2,18.07,17.64,2,,,,,
100329,08/05/2017,20,43.32083333,-40.601,769.176,1024.599778,5.0809,5.0759,34.786,34.7865,17.51,17.09,2,11.02,10.76,3,<0.01,<0.01,2,1.20,1.17,2,17.50,17.08,2,,,,,
100330,08/05/2017,20,43.32083333,-40.601,619.43,1024.898043,8.7899,8.8146,35.177,35.1764,21.75,21.22,2,12.33,12.03,2,<0.01,<0.01,2,1.50,1.46,2,21.74,21.21,2,,,,,
100331,08/05/2017,20,43.32083333,-40.601,397.719,1025.189808,12.3167,12.3048,35.5594,35.5564,15.91,15.52,2,6.28,6.13,2,<0.04,<0.04,2,0.94,0.92,2,15.87,15.48,2,,,,,
100332,08/05/2017,20,43.32083333,-40.601,299.601,1025.345559,13.7735,13.7739,35.7635,35.763,9.48,9.24,2,3.90,3.80,2,<0.04,<0.04,2,0.57,0.56,2,9.44,9.20,2,,,,,
100333,08/05/2017,20,43.32083333,-40.601,202.547,1025.476827,14.7804,14.777,35.9355,35.9341,6.81,6.64,2,2.55,2.49,2,<0.04,<0.04,2,0.40,0.39,2,6.77,6.60,2,,,,,
100334,08/05/2017,20,43.32083333,-40.601,100.173,1025.712226,16.0144,16.0138,36.2439,36.2431,4.24,4.13,2,1.08,1.06,3,0.17,0.17,2,0.19,0.19,2,4.07,3.96,2,,,,,
100335,08/05/2017,20,43.32083333,-40.601,62.88,1025.718791,16.0605,16.061,36.2525,36.2522,3.79,3.69,2,1.09,1.06,3,0.15,0.15,2,0.18,0.17,2,3.63,3.54,2,,,,,
100336,08/05/2017,20,43.32083333,-40.601,36.995,1025.722607,16.0914,16.0909,36.2575,36.2575,3.83,3.73,2,1.12,1.10,3,0.15,0.15,2,0.19,0.19,2,3.68,3.59,2,,,,,
100337,08/05/2017,20,43.32083333,-40.601,11.291,1025.72276,16.0845,16.0899,36.2577,36.2573,3.74,3.64,2,1.16,1.13,3,0.16,0.15,2,0.20,0.19,2,3.58,3.49,2,,,,,
100338,09/05/2017,21,43.50416667,-39.95566667,4814.39,1024.678648,2.3083,2.3095,34.8894,34.888,16.97,16.57,2,24.94,24.34,2,<0.01,<0.01,2,1.21,1.18,2,16.96,16.56,2,,,,,
100339,09/05/2017,21,43.50416667,-39.95566667,4751.437,1024.678648,2.3025,2.3036,34.8894,34.8882,17.45,17.03,2,26.89,26.25,2,<0.01,<0.01,2,1.22,1.19,2,17.44,17.02,2,,,,,
100340,09/05/2017,21,43.50416667,-39.95566667,4301.498,1024.682538,2.3294,2.3301,34.8945,34.8937,17.60,17.18,2,26.36,25.73,2,<0.01,<0.01,2,1.19,1.16,2,17.59,17.17,2,,,,,
100341,09/05/2017,21,43.50416667,-39.95566667,3999.123,1024.686429,2.3968,2.3977,34.8996,34.8988,17.62,17.20,2,25.66,25.04,2,<0.04,<0.04,2,1.19,1.16,2,17.58,17.16,2,,,,,
100342,09/05/2017,21,43.50416667,-39.95566667,3697.944,1024.690243,2.4681,2.469,34.9046,34.9039,17.24,16.82,2,22.26,21.72,2,<0.01,<0.01,2,1.17,1.14,2,17.23,16.81,2,,,,,
100343,09/05/2017,21,43.50416667,-39.95566667,3402.272,1024.696803,2.651,2.6517,34.9132,34.9128,17.14,16.73,2,19.92,19.44,2,<0.01,<0.01,2,1.14,1.12,2,17.13,16.72,2,,,,,
100344,09/05/2017,21,43.50416667,-39.95566667,3101.317,1024.700769,2.8962,2.8962,34.9184,34.9181,18.12,17.68,2,15.38,15.01,2,<0.01,<0.01,2,1.12,1.09,2,18.11,17.67,2,,,,,
100345,09/05/2017,21,43.50416667,-39.95566667,2801.821,1024.701685,3.0849,3.0855,34.9196,34.9196,16.26,15.87,2,14.05,13.71,2,<0.01,<0.01,2,1.11,1.09,2,16.25,15.86,2,,,,,
100346,09/05/2017,21,43.50416667,-39.95566667,2500.822,1024.705041,3.3585,3.3593,34.924,34.924,17.30,16.89,2,13.69,13.36,2,<0.01,<0.01,2,1.13,1.11,2,17.29,16.88,2,,,,,
100347,09/05/2017,21,43.50416667,-39.95566667,2200.047,1024.710914,3.6097,3.6112,34.9317,34.9321,16.80,16.39,2,11.57,11.29,2,<0.01,<0.01,2,1.13,1.10,2,16.79,16.38,2,,,,,
100348,09/05/2017,21,43.50416667,-39.95566667,1899.507,1024.70916,3.7802,3.781,34.9294,34.9299,17.61,17.18,2,12.01,11.72,2,<0.01,<0.01,2,1.15,1.12,2,17.60,17.17,2,,,,,
100349,09/05/2017,21,43.50416667,-39.95566667,1699.783,1024.704583,3.8611,3.8614,34.9234,34.924,17.11,16.70,2,11.10,10.83,2,<0.04,<0.04,2,1.13,1.10,2,17.07,16.66,2,,,,,
100350,09/05/2017,21,43.50416667,-39.95566667,1501.004,1024.714195,4.0836,4.0851,34.936,34.9367,17.00,16.59,2,10.64,10.38,2,<0.01,<0.01,2,1.13,1.11,2,16.99,16.58,2,,,,,
100351,09/05/2017,21,43.50416667,-39.95566667,1299.857,1024.72762,4.3523,4.3538,34.9536,34.9543,18.09,17.65,2,10.59,10.33,2,<0.01,<0.01,2,1.13,1.11,2,18.08,17.65,2,,,,,
100352,09/05/2017,21,43.50416667,-39.95566667,1099.158,1024.767516,4.971,4.9709,35.0059,35.0067,17.59,17.16,2,10.24,9.99,2,<0.01,<0.01,2,1.18,1.15,2,17.58,17.15,2,,,,,
100353,09/05/2017,21,43.50416667,-39.95566667,847.965,1024.797953,6.1579,6.1612,35.0458,35.0466,19.26,18.80,2,11.65,11.37,2,<0.04,<0.04,2,1.29,1.26,2,19.22,18.76,2,,,,,
100354,09/05/2017,21,43.50416667,-39.95566667,622.715,1024.888964,9.0892,9.0912,35.1651,35.1653,20.29,19.79,2,10.56,10.30,2,<0.04,<0.04,2,1.37,1.34,2,20.25,19.76,2,,,,,
100355,09/05/2017,21,43.50416667,-39.95566667,549.569,1024.780179,9.2375,9.2403,35.0225,35.0239,16.03,15.64,2,7.96,7.77,2,<0.04,<0.04,2,1.08,1.05,2,15.99,15.60,2,,,,,
100356,09/05/2017,21,43.50416667,-39.95566667,347.143,1025.342506,13.5258,13.5232,35.7595,35.7584,9.71,9.47,2,3.71,3.62,3,<0.04,<0.04,2,0.60,0.58,2,9.67,9.44,2,,,,,
100357,09/05/2017,21,43.50416667,-39.95566667,199.763,1025.507509,14.6724,14.6716,35.9757,35.9754,5.41,5.27,2,1.68,1.64,2,0.10,0.09,2,0.31,0.30,2,5.31,5.18,2,,,,,
100358,09/05/2017,21,43.50416667,-39.95566667,119.045,1025.528193,14.8127,14.8046,36.0028,36.0026,5.52,5.39,2,1.84,1.80,3,0.12,0.12,2,0.30,0.29,2,5.40,5.27,2,,,,,
100359,09/05/2017,21,43.50416667,-39.95566667,65.175,1025.581316,15.1304,15.1245,36.0724,36.0721,5.13,5.00,2,1.56,1.52,2,0.16,0.16,2,0.28,0.27,2,4.97,4.84,2,,,,,
100360,09/05/2017,21,43.50416667,-39.95566667,29.673,1025.615054,15.316,15.3126,36.1166,36.1165,5.36,5.22,2,1.72,1.68,3,0.11,0.11,2,0.26,0.25,2,5.24,5.11,2,,,,,
100361,09/05/2017,21,43.50416667,-39.95566667,10.234,1025.621542,15.3471,15.3458,36.1251,36.1255,5.14,5.01,2,1.52,1.48,2,0.11,0.11,2,0.29,0.28,2,5.03,4.90,2,,,,,
100362,09/05/2017,22,43.68933333,-39.31766667,4596.078,1024.679564,2.2886,2.2899,34.8906,34.8895,17.47,17.05,2,27.53,26.87,2,<0.01,<0.01,2,1.17,1.14,2,17.46,17.04,2,,,,,
100363,09/05/2017,22,43.68933333,-39.31766667,4586.014,1024.67964,2.2893,2.2904,34.8907,34.8895,16.93,16.52,2,24.61,24.02,2,<0.01,<0.01,2,1.18,1.15,2,16.92,16.51,2,,,,,
100364,09/05/2017,22,43.68933333,-39.31766667,4202.055,1024.682157,2.302,2.3033,34.894,34.8931,17.16,16.74,2,25.14,24.53,2,<0.01,<0.01,2,1.17,1.14,2,17.15,16.73,2,,,,,
100365,09/05/2017,22,43.68933333,-39.31766667,3901.909,1024.685285,2.3459,2.3469,34.8981,34.8974,17.15,16.73,2,23.99,23.41,2,<0.01,<0.01,2,1.16,1.13,2,17.14,16.72,2,,,,,
100366,09/05/2017,22,43.68933333,-39.31766667,3601.219,1024.690471,2.4624,2.4634,34.9049,34.9045,16.48,16.08,2,20.40,19.91,2,<0.01,<0.01,2,1.14,1.12,2,16.47,16.07,2,,,,,
100367,09/05/2017,22,43.68933333,-39.31766667,3300.702,1024.697108,2.6785,2.6787,34.9136,34.9133,16.44,16.04,2,18.23,17.79,2,<0.04,<0.04,2,1.13,1.10,2,16.40,16.00,2,,,,,
100368,09/05/2017,22,43.68933333,-39.31766667,3001.121,1024.701227,2.8908,2.8915,34.919,34.9189,15.70,15.32,2,14.47,14.12,2,<0.04,<0.04,2,1.09,1.06,2,15.66,15.28,2,,,,,
100369,09/05/2017,22,43.68933333,-39.31766667,2700.907,1024.702219,3.1082,3.109,34.9203,34.9202,16.08,15.69,2,13.11,12.79,2,<0.01,<0.01,2,1.08,1.05,2,16.07,15.68,2,,,,,
100370,09/05/2017,22,43.68933333,-39.31766667,2402.174,1024.704583,3.3263,3.3268,34.9234,34.9235,16.76,16.36,2,13.03,12.71,2,<0.01,<0.01,2,1.09,1.07,2,16.75,16.35,2,,,,,
100371,09/05/2017,22,43.68933333,-39.31766667,2101.097,1024.711601,3.591,3.5903,34.9326,34.9329,16.50,16.11,2,11.84,11.55,2,<0.01,<0.01,2,1.12,1.09,2,16.49,16.10,2,,,,,
100372,09/05/2017,22,43.68933333,-39.31766667,1799.909,1024.71122,3.8053,3.8064,34.9321,34.9328,16.53,16.14,2,11.42,11.14,2,<0.01,<0.01,2,1.11,1.08,2,16.52,16.13,2,,,,,
100373,09/05/2017,22,43.68933333,-39.31766667,1600.31,1024.70588,3.9026,3.9039,34.9251,34.926,16.20,15.81,2,10.17,9.92,2,<0.01,<0.01,2,1.09,1.06,2,16.19,15.80,2,,,,,
100374,09/05/2017,22,43.68933333,-39.31766667,1399.071,1024.73357,4.2504,4.259,34.9614,34.963,16.82,16.42,2,10.75,10.49,3,<0.01,<0.01,2,1.11,1.08,2,16.81,16.41,2,,,,,
100375,09/05/2017,22,43.68933333,-39.31766667,1199.789,1024.762023,4.682,4.6827,34.9987,34.9995,16.87,16.46,2,10.53,10.28,3,<0.01,<0.01,2,1.11,1.09,2,16.86,16.45,2,,,,,
100376,09/05/2017,22,43.68933333,-39.31766667,998.605,1024.799631,5.3492,5.3511,35.048,35.0487,17.70,17.27,2,11.02,10.75,2,<0.01,<0.01,2,1.16,1.13,2,17.69,17.26,2,,,,,
100377,09/05/2017,22,43.68933333,-39.31766667,799.815,1024.756073,6.0758,6.0758,34.9909,34.9916,19.20,18.74,2,11.14,10.87,2,<0.01,<0.01,2,1.26,1.23,2,19.19,18.73,2,,,,,
100378,09/05/2017,22,43.68933333,-39.31766667,600.623,1024.785747,8.1845,8.1606,35.0298,35.029,20.39,19.90,2,12.14,11.84,2,<0.01,<0.01,2,1.33,1.30,2,20.38,19.89,2,,,,,
100379,09/05/2017,22,43.68933333,-39.31766667,460.06,1025.022402,10.8031,10.8001,35.34,35.3392,16.30,15.90,2,7.88,7.68,2,<0.04,<0.04,2,1.09,1.06,2,16.26,15.86,2,,,,,
100380,09/05/2017,22,43.68933333,-39.31766667,301.052,1025.173937,12.545,12.5447,35.5386,35.5384,10.00,9.76,2,4.48,4.37,2,0.08,0.08,2,0.64,0.62,2,9.93,9.68,2,,,,,
100381,09/05/2017,22,43.68933333,-39.31766667,198.638,1025.537047,15.0369,15.0349,36.0144,36.012,4.25,4.15,2,1.35,1.32,2,0.18,0.17,2,0.27,0.26,2,4.07,3.97,2,,,,,
100382,09/05/2017,22,43.68933333,-39.31766667,99.252,1025.580019,15.3022,15.3027,36.0707,36.0704,3.85,3.75,2,1.35,1.31,2,0.14,0.14,2,0.24,0.23,2,3.71,3.62,2,,,,,
100383,09/05/2017,22,43.68933333,-39.31766667,59.468,1025.723829,16.1143,16.1089,36.2591,36.2571,3.54,3.45,2,1.08,1.05,3,0.12,0.12,2,0.17,0.17,2,3.42,3.33,2,,,,,
100384,09/05/2017,22,43.68933333,-39.31766667,35.969,1025.730699,16.1686,16.1694,36.2681,36.2683,3.54,3.45,2,1.17,1.14,2,0.13,0.13,2,0.18,0.18,2,3.40,3.32,2,,,,,
100385,09/05/2017,22,43.68933333,-39.31766667,10.92,1025.730699,16.2196,16.2193,36.2681,36.2687,3.59,3.50,2,1.15,1.13,3,0.13,0.13,2,0.17,0.17,2,3.46,3.37,2,,,,,
100386,09/05/2017,23,43.87266667,-38.673,3849.537,1024.684445,2.3042,2.3018,34.897,34.8963,16.96,16.55,2,23.69,23.12,2,<0.01,<0.01,2,1.27,1.24,2,16.95,16.55,2,,,,,
100387,09/05/2017,23,43.87266667,-38.673,3799.262,1024.689632,2.4638,2.4649,34.9038,34.903,16.74,16.34,2,21.99,21.46,2,<0.04,<0.04,2,1.27,1.23,2,16.70,16.30,2,,,,,
100388,09/05/2017,23,43.87266667,-38.673,3502.558,1024.690777,2.4662,2.467,34.9053,34.9048,16.49,16.09,2,21.52,21.01,2,<0.04,<0.04,2,1.18,1.16,2,16.45,16.05,2,,,,,
100389,09/05/2017,23,43.87266667,-38.673,3301.247,1024.69543,2.6138,2.6149,34.9114,34.9109,16.52,16.12,2,19.92,19.44,2,<0.01,<0.01,2,1.10,1.08,2,16.51,16.11,2,,,,,
100390,09/05/2017,23,43.87266667,-38.673,3050.81,1024.701227,2.8698,2.8712,34.919,34.9187,16.43,16.03,2,16.72,16.32,2,<0.01,<0.01,2,1.14,1.12,2,16.42,16.02,2,,,,,
100391,09/05/2017,23,43.87266667,-38.673,2857.557,1024.704354,3.0638,3.0643,34.9231,34.9229,16.46,16.06,2,15.30,14.93,2,<0.01,<0.01,2,1.11,1.08,2,16.45,16.05,2,,,,,
100392,09/05/2017,23,43.87266667,-38.673,2698.309,1024.703592,3.1639,3.1646,34.9221,34.9219,16.68,16.27,2,14.68,14.33,2,<0.01,<0.01,2,1.11,1.08,2,16.67,16.26,2,,,,,
100393,09/05/2017,23,43.87266667,-38.673,2499.405,1024.70649,3.3164,3.3157,34.9259,34.926,16.52,16.13,2,14.03,13.69,2,<0.01,<0.01,2,1.13,1.10,2,16.51,16.12,2,,,,,
100394,09/05/2017,23,43.87266667,-38.673,2300.223,1024.709999,3.4796,3.4804,34.9305,34.9306,16.95,16.54,2,13.70,13.37,2,<0.01,<0.01,2,1.13,1.10,2,16.94,16.53,2,,,,,
100395,09/05/2017,23,43.87266667,-38.673,2099.191,1024.714347,3.6392,3.6397,34.9362,34.9364,16.79,16.38,2,13.05,12.73,2,<0.01,<0.01,2,1.12,1.09,2,16.78,16.37,2,,,,,
100396,09/05/2017,23,43.87266667,-38.673,1898.587,1024.712211,3.7691,3.7696,34.9334,34.9338,16.93,16.52,2,12.09,11.79,2,<0.04,<0.04,2,1.12,1.10,2,16.89,16.48,2,,,,,
100397,09/05/2017,23,43.87266667,-38.673,1698.508,1024.710609,3.8818,3.8824,34.9313,34.9318,16.39,15.99,2,11.39,11.12,2,<0.01,<0.01,2,1.10,1.07,2,16.38,15.98,2,,,,,
100398,09/05/2017,23,43.87266667,-38.673,1499.293,1024.720602,4.0725,4.0727,34.9444,34.9452,16.86,16.45,2,11.16,10.89,2,<0.01,<0.01,2,1.13,1.10,2,16.85,16.44,2,,,,,
100399,09/05/2017,23,43.87266667,-38.673,1299.83,1024.729985,4.3181,4.3203,34.9567,34.9573,16.69,16.29,2,10.72,10.46,2,<0.04,<0.04,2,1.13,1.10,2,16.65,16.25,2,,,,,
100400,09/05/2017,23,43.87266667,-38.673,1099.64,1024.748903,4.7003,4.7014,34.9815,34.9823,18.03,17.60,2,11.10,10.83,2,<0.04,<0.04,2,1.15,1.12,2,17.99,17.56,2,,,,,
100401,09/05/2017,23,43.87266667,-38.673,899.714,1024.757675,5.5273,5.5253,34.993,34.9936,18.56,18.12,2,11.97,11.68,2,<0.01,<0.01,2,1.25,1.22,2,18.55,18.11,2,,,,,
100402,09/05/2017,23,43.87266667,-38.673,620.243,1024.818703,8.7784,8.7797,35.073,35.0732,19.21,18.75,2,11.42,11.15,2,<0.04,<0.04,2,1.27,1.24,2,19.17,18.71,2,,,,,
100403,09/05/2017,23,43.87266667,-38.673,518.232,1025.018892,10.8623,10.8479,35.3354,35.3316,12.23,11.94,2,5.85,5.71,2,<0.04,<0.04,2,0.78,0.76,2,12.19,11.90,2,,,,,
100404,09/05/2017,23,43.87266667,-38.673,351.983,1025.321596,13.1881,13.1884,35.7321,35.7319,8.38,8.17,2,3.69,3.60,2,<0.04,<0.04,2,0.53,0.51,2,8.34,8.13,2,,,,,
100405,09/05/2017,23,43.87266667,-38.673,198.826,1025.520866,14.6617,14.6626,35.9932,35.9931,6.92,6.75,2,2.96,2.89,2,<0.04,<0.04,2,0.41,0.40,2,6.88,6.71,2,,,,,
100406,09/05/2017,23,43.87266667,-38.673,119.689,1025.50583,14.7669,14.766,35.9735,35.9738,4.58,4.46,2,1.09,1.06,3,0.19,0.19,2,0.29,0.28,2,4.38,4.27,2,,,,,
100407,09/05/2017,23,43.87266667,-38.673,69.662,1025.544985,15.0057,14.9989,36.0248,36.023,4.33,4.22,2,1.40,1.37,2,0.20,0.19,2,0.28,0.28,2,4.13,4.03,2,,,,,
100408,09/05/2017,23,43.87266667,-38.673,30.068,1025.613756,15.4614,15.4616,36.1149,36.1155,3.93,3.83,2,1.08,1.05,3,0.15,0.15,2,0.25,0.24,2,3.77,3.68,2,,,,,
100409,09/05/2017,23,43.87266667,-38.673,10.962,1025.614749,15.4625,15.4611,36.1162,36.1168,4.36,4.25,2,1.20,1.17,2,0.14,0.14,2,0.24,0.24,2,4.21,4.11,2,,,,,
100410,10/05/2017,24,44.0565,-38.028,4204.354,1024.684522,2.2262,2.2273,34.8971,34.8961,16.03,15.65,2,19.25,18.79,2,<0.01,<0.01,2,1.15,1.12,2,16.02,15.64,2,,,,,
100411,10/05/2017,24,44.0565,-38.028,4196.125,1024.684598,2.2252,2.2264,34.8972,34.8961,15.40,15.03,2,18.02,17.59,2,0.04,0.04,2,1.13,1.11,2,15.36,14.99,2,,,,,
100412,10/05/2017,24,44.0565,-38.028,3799.392,1024.685895,2.3114,2.3121,34.8989,34.8981,16.55,16.15,2,21.72,21.20,2,<0.01,<0.01,2,1.18,1.15,2,16.54,16.14,2,,,,,
100413,10/05/2017,24,44.0565,-38.028,3499.537,1024.6907,2.4494,2.4496,34.9052,34.9047,16.26,15.87,2,19.10,18.64,2,<0.01,<0.01,2,1.18,1.15,2,16.25,15.86,2,,,,,
100414,10/05/2017,24,44.0565,-38.028,3249.135,1024.699167,2.7363,2.7371,34.9163,34.9158,16.50,16.10,2,18.17,17.73,2,<0.01,<0.01,2,1.17,1.15,2,16.49,16.09,2,,,,,
100415,10/05/2017,24,44.0565,-38.028,3001.036,1024.702905,2.8971,2.8978,34.9212,34.921,16.37,15.98,2,15.34,14.97,2,#DIV/0!,#DIV/0!,1,1.17,1.14,2,#DIV/0!,#DIV/0!,1,,,,,
100416,10/05/2017,24,44.0565,-38.028,2754.118,998.2063194,3.011,,34.922,,16.42,16.44,2,14.78,14.80,2,<0.01,<0.01,2,1.16,1.16,2,16.41,16.43,2,,,,,
100417,10/05/2017,24,44.0565,-38.028,2501.893,998.2063194,3.199,,34.924,,16.46,16.49,2,13.70,13.73,2,<0.01,<0.01,2,1.16,1.16,2,16.45,16.48,2,,,,,
100418,10/05/2017,24,44.0565,-38.028,2225.082,998.2063194,3.446,,34.929,,16.59,16.62,2,12.33,12.35,2,<0.01,<0.01,2,1.16,1.17,2,16.58,16.61,2,,,,,
100419,10/05/2017,24,44.0565,-38.028,2000.642,998.2063194,3.63,,34.931,,16.84,16.87,2,11.95,11.97,2,<0.01,<0.01,2,1.19,1.19,2,16.83,16.86,2,,,,,
100420,10/05/2017,24,44.0565,-38.028,1749.366,998.2063194,3.634,,34.902,,15.74,15.77,2,9.47,9.49,2,<0.01,<0.01,2,1.14,1.14,2,15.73,15.76,2,,,,,
100421,10/05/2017,24,44.0565,-38.028,1650.006,998.2063194,3.722,,34.907,,16.39,16.42,2,10.18,10.20,2,<0.01,<0.01,2,1.16,1.16,2,16.38,16.41,2,,,,,
100422,10/05/2017,24,44.0565,-38.028,1400.947,998.2063194,4.074,,34.943,,17.41,17.44,2,9.87,9.89,2,<0.01,<0.01,2,1.18,1.18,2,17.40,17.43,2,,,,,
100423,10/05/2017,24,44.0565,-38.028,1198.795,998.2063194,4.381,,34.963,,17.47,17.50,2,10.58,10.60,2,<0.01,<0.01,2,1.20,1.20,2,17.46,17.49,2,,,,,
100424,10/05/2017,24,44.0565,-38.028,999.978,998.2063194,4.89,,34.998,,17.42,17.45,2,10.23,10.25,2,<0.01,<0.01,2,1.21,1.22,2,17.41,17.44,2,,,,,
100425,10/05/2017,24,44.0565,-38.028,698.867,998.2063194,5.766,,34.85,,19.81,19.85,2,12.51,12.54,2,<0.01,<0.01,2,1.34,1.35,2,19.80,19.84,2,,,,,
100426,10/05/2017,24,44.0565,-38.028,524.249,998.2063194,9.125,,35.124,,20.12,20.16,2,11.30,11.32,2,<0.01,<0.01,2,1.38,1.38,2,20.11,20.15,2,,,,,
100427,10/05/2017,24,44.0565,-38.028,400.423,998.2063194,11.364,,35.437,,11.18,11.20,2,5.28,5.29,2,<0.04,<0.04,2,0.73,0.73,2,11.14,11.16,2,,,,,
100428,10/05/2017,24,44.0565,-38.028,301.199,998.2063194,12.19,,35.543,,10.71,10.73,2,4.48,4.49,2,<0.04,<0.04,2,0.69,0.70,2,10.67,10.69,2,,,,,
100429,10/05/2017,24,44.0565,-38.028,201.018,998.2063194,13.524,,35.818,,8.11,8.12,2,3.57,3.58,2,<0.04,<0.04,2,0.52,0.52,2,8.07,8.08,2,,,,,
100430,10/05/2017,24,44.0565,-38.028,101.061,998.2063194,14.224,,35.861,,5.12,5.13,2,1.70,1.70,2,0.19,0.19,2,0.38,0.38,2,4.94,4.95,2,,,,,
100431,10/05/2017,24,44.0565,-38.028,60.803,998.2063194,14.272,,35.87,,5.16,5.17,2,1.73,1.73,2,0.18,0.18,2,0.36,0.36,2,4.97,4.98,2,,,,,
100432,10/05/2017,24,44.0565,-38.028,35.132,998.2063194,14.192,,35.826,,4.81,4.81,2,1.36,1.36,2,0.14,0.14,2,0.34,0.34,2,4.66,4.67,2,,,,,
100433,10/05/2017,24,44.0565,-38.028,11.452,998.2063194,14.426,,35.83,,3.84,3.85,2,1.21,1.21,3,0.17,0.17,2,0.28,0.28,2,3.68,3.68,2,,,,,
100434,10/05/2017,25,44.24233333,-37.37833333,4287.972,1024.684598,2.2473,2.2486,34.8972,34.8958,16.51,16.11,2,21.84,21.31,2,<0.04,<0.04,2,1.16,1.13,2,16.47,16.07,2,,,,,
100435,10/05/2017,25,44.24233333,-37.37833333,3901.066,1024.685895,2.3259,2.3275,34.8989,34.8978,17.38,16.96,2,24.34,23.76,2,<0.01,<0.01,2,1.20,1.17,2,17.37,16.95,2,,,,,
100436,10/05/2017,25,44.24233333,-37.37833333,3601.049,1024.691387,2.4761,2.4775,34.9061,34.9053,16.99,16.58,2,21.16,20.65,2,<0.01,<0.01,2,1.19,1.16,2,16.98,16.57,2,,,,,
100437,10/05/2017,25,44.24233333,-37.37833333,3299.971,1024.698252,2.6983,2.6988,34.9151,34.9142,17.43,17.01,2,20.13,19.65,2,<0.01,<0.01,2,1.20,1.17,2,17.42,17.00,2,,,,,
100438,10/05/2017,25,44.24233333,-37.37833333,3100.482,1024.701837,2.8428,2.8439,34.9198,34.9191,16.94,16.53,2,17.28,16.86,2,<0.04,<0.04,2,1.18,1.15,2,16.90,16.49,2,,,,,
100439,10/05/2017,25,44.24233333,-37.37833333,2898.914,1024.704278,3.0183,3.019,34.923,34.9226,16.82,16.41,2,15.69,15.31,2,0.09,0.09,4,1.19,1.17,2,16.72,16.32,4,,,,,
100440,10/05/2017,25,44.24233333,-37.37833333,2699.736,1024.705651,3.1491,3.1502,34.9248,34.9244,16.43,16.03,2,14.39,14.04,2,<0.01,<0.01,2,1.18,1.15,2,16.42,16.02,2,,,,,
100441,10/05/2017,25,44.24233333,-37.37833333,2501.379,1024.706567,3.2613,3.2606,34.926,34.926,17.25,16.84,2,14.44,14.10,2,<0.04,<0.04,2,1.21,1.18,2,17.21,16.80,2,,,,,
100442,10/05/2017,25,44.24233333,-37.37833333,2299.47,1024.707787,3.408,3.409,34.9276,34.9275,17.28,16.86,2,13.70,13.37,2,<0.01,<0.01,2,1.19,1.16,2,17.27,16.85,2,,,,,
100443,10/05/2017,25,44.24233333,-37.37833333,2099.41,1024.710686,3.5652,3.5673,34.9314,34.9314,17.70,17.27,2,13.51,13.19,2,<0.01,<0.01,2,1.22,1.19,2,17.69,17.26,2,,,,,
100444,10/05/2017,25,44.24233333,-37.37833333,1899.141,1024.714576,3.7213,3.722,34.9365,34.9366,17.21,16.80,2,12.12,11.83,2,<0.01,<0.01,2,1.17,1.14,2,17.20,16.79,2,,,,,
